winet	fortw	dryw	sweetw	red	rose	spark
                                <span id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_radtxtSearch_wrapper" class="RadInput RadInput_Default" style="white-space:normal;"><input value="MyBox'da Ara" type="text" size="20" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_radtxtSearch_text" name="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_radtxtSearch_text" class="riTextBox riEmpty" onKeyPress="KeyEnter()" style="width:125px;" /><input id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_radtxtSearch" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$radtxtSearch" class="rdfd_" style="visibility:hidden;margin:-18px 0 0 -1px;width:1px;height:1px;overflow:hidden;border:0;padding:0;" type="text" value="" /><input id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_radtxtSearch_ClientState" name="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_radtxtSearch_ClientState" type="hidden" /></span>
                            </td>
                        </tr>
                    </table>
                </div>
            </div>
            <br />
            <br />
            <br />
            <div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_pnlHeaderNonSelected" class="barhead" style="width:952px;">
						
                <div style="width: 400px; float: left">
                    <span style="margin-left: 10px">Name</span>
                </div>
                <div style="float: left; width: 150px">
                    Created
                </div>
                <div style="float: left; width: 150px">
                    Edited
                </div>
                <div style="float: left; width: 150px">
                    Edited by
                </div>
                <div style="float: left; width: 100px">
                    Size
                </div>
            
					</div>
            
            <div>
						<table cellspacing="0" rules="rows" border="0" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList" style="border-width:0px;border-style:None;border-collapse:collapse;">
							<tr class="bar">
								<td style="width:950px;">
                            <div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList_ctl02_pnlListItem" onclick="selectPanel(this,0,event)">
									
                                <table cellpadding="0" cellspacing="0" width="950px">
                                    <tr>
                                        <td style="width: 400px">
                                            <img id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList_ctl02_imgFile" onclick="openFile('https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/Book2.csv')" src="../../_CONTROLTEMPLATES/LMS_V2/_layouts/images/lg_icgen.gif" style="height:30px;border-width:0px;vertical-align: middle; margin-right: 10px; margin-left: 10px; cursor: pointer" />
                                            <a onclick="openFile('https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/Book2.csv');" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList_ctl02_lnkFile" URL="https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/Book2.csv" Type="File" GUID="a7fbe57d-b5cd-4478-bd7f-3da526b43eea" href="javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$grdMyBoxList$ctl02$lnkFile&quot;, &quot;&quot;, true, &quot;&quot;, &quot;&quot;, false, true))" style="color:Gray;">Book2.csv</a>
                                        </td>
                                        <td style="width: 150px">
                                            06/03/2016 16:01:21
                                        </td>
                                        <td style="width: 150px">
                                            06/03/2016 18:01:20
                                        </td>
                                        <td style="width: 150px">
                                            Mehmet  Aytimur
                                        </td>
                                        <td style="width: 100px">
                                            0 MB
                                        </td>
                                    </tr>
                                </table>
                            
								</div>
                        </td>
							</tr><tr class="bar">
								<td style="width:950px;">
                            <div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList_ctl03_pnlListItem" onclick="selectPanel(this,1,event)">
									
                                <table cellpadding="0" cellspacing="0" width="950px">
                                    <tr>
                                        <td style="width: 400px">
                                            <img id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList_ctl03_imgFile" onclick="openFile('https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/CS-240-FirstProject.pdf')" src="../../_CONTROLTEMPLATES/LMS_V2/_layouts/images/lg_icpdf.png" style="height:30px;border-width:0px;vertical-align: middle; margin-right: 10px; margin-left: 10px; cursor: pointer" />
                                            <a onclick="openFile('https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/CS-240-FirstProject.pdf');" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList_ctl03_lnkFile" URL="https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/CS-240-FirstProject.pdf" Type="File" GUID="610ae607-1362-47c5-bb77-96d83e9220c1" href="javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$grdMyBoxList$ctl03$lnkFile&quot;, &quot;&quot;, true, &quot;&quot;, &quot;&quot;, false, true))" style="color:Gray;">CS-240-FirstProject.pdf</a>
                                        </td>
                                        <td style="width: 150px">
                                            06/03/2016 16:01:21
                                        </td>
                                        <td style="width: 150px">
                                            06/03/2016 18:01:20
                                        </td>
                                        <td style="width: 150px">
                                            Mehmet  Aytimur
                                        </td>
                                        <td style="width: 100px">
                                            0.32 MB
                                        </td>
                                    </tr>
                                </table>
                            
								</div>
                        </td>
							</tr><tr class="bar">
								<td style="width:950px;">
                            <div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList_ctl04_pnlListItem" onclick="selectPanel(this,2,event)">
									
                                <table cellpadding="0" cellspacing="0" width="950px">
                                    <tr>
                                        <td style="width: 400px">
                                            <img id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList_ctl04_imgFile" onclick="openFile('https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/wine.txt')" src="../../_CONTROLTEMPLATES/LMS_V2/_layouts/images/lg_ictxt.gif" style="height:30px;border-width:0px;vertical-align: middle; margin-right: 10px; margin-left: 10px; cursor: pointer" />
                                            <a onclick="openFile('https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/wine.txt');" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_grdMyBoxList_ctl04_lnkFile" URL="https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/wine.txt" Type="File" GUID="d6f63b50-b26e-4ab7-bca8-b3f3e8a527cd" href="javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$grdMyBoxList$ctl04$lnkFile&quot;, &quot;&quot;, true, &quot;&quot;, &quot;&quot;, false, true))" style="color:Gray;">wine.txt</a>
                                        </td>
                                        <td style="width: 150px">
                                            06/03/2016 16:01:21
                                        </td>
                                        <td style="width: 150px">
                                            06/03/2016 18:01:20
                                        </td>
                                        <td style="width: 150px">
                                            Mehmet  Aytimur
                                        </td>
                                        <td style="width: 100px">
                                            0.01 MB
                                        </td>
                                    </tr>
                                </table>
                            
								</div>
                        </td>
							</tr>
						</table>
					</div>
            <br />
            <span id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_lblQuota">10 GB'ın kullanılan alanı:0 MB ( %0 )</span>
            <input type="submit" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnSelectedIndex" value="" onclick="javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnSelectedIndex&quot;, &quot;&quot;, true, &quot;&quot;, &quot;&quot;, false, false))" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnSelectedIndex" class="hidebutton" />
            <input type="submit" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnOpenFolder" value="" onclick="javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnOpenFolder&quot;, &quot;&quot;, true, &quot;&quot;, &quot;&quot;, false, false))" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnOpenFolder" class="hidebutton" />
            <input type="submit" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnDowloadFileRefresh" value="" onclick="javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnDowloadFileRefresh&quot;, &quot;&quot;, true, &quot;&quot;, &quot;&quot;, false, false))" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnDowloadFileRefresh" class="hidebutton" />
            <input type="submit" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnRefreshFolder" value="" onclick="javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnRefreshFolder&quot;, &quot;&quot;, true, &quot;&quot;, &quot;&quot;, false, false))" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnRefreshFolder" class="hidebutton" />
            <input type="submit" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnSearch" value="" onclick="javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnSearch&quot;, &quot;&quot;, true, &quot;&quot;, &quot;&quot;, false, false))" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnSearch" class="hidebutton" />
            <input type="hidden" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$hdnFolderURL" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_hdnFolderURL" value="9fd6210e-0909-4486-bcb9-ecc003f2b294" />
            <input type="hidden" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$hdnSelectedIndex" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_hdnSelectedIndex" value="0" />
            <input type="hidden" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$hdnMultiSelect" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_hdnMultiSelect" value="0" />
            <input type="submit" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$btnDownloadDoc" value="" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnDownloadDoc" class="Invisible" />
            <input type="hidden" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$hfUrl" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_hfUrl" value="https://my.sehir.edu.tr/CourseGroupDropBox/78/7732/Projects/Project1/wine.txt" />
        
				</div>
</div>

			</div>


		</div></div></td>
	</tr>
</table></td></tr></table></div>
<div id="vid_d441d113-eeb7-4e32-b5ce-fa983b6681ee" style="display:none"></div></div>
</div>
				</div>
				
			</div>
		

					</div>
			</div></div>
     
    
    <div id="temizle" class="s4-notdlg"></div>
  </div>
  <div id="alt"class="s4-notdlg">
    <div id="alt_menu">
    <div id="alt_menu_sol"> 
      <div class="paylas">
      	<a href="http://twitter.com/SehirUniversite" target="_blank"><img src="/images/my_img/twitter.png" width="21" height="21" border="0" align="absmiddle"/></a> 
      	</div>
      	<div class="paylas">
      	<a href="http://www.facebook.com/IstanbulSehirUniversitesi" target="_blank"><img src="/images/my_img/face.png" width="21" height="21" border="0"align="absmiddle" /></a>
      	</div>
      	<div class="fb-like paylas" data-href="http://my.sehir.edu.tr/" data-send="false" data-layout="button_count" data-width="60" data-show-faces="true"></div>      	
      	<div class="paylas" style="width:60px!important">
      	<g:plusone size="medium" href="http://my.sehir.edu.tr/"></g:plusone>
      	</div>
      	<div class="paylas"> 
      	<a href="http://www.sehir.edu.tr" style="color:black">www.sehir.edu.tr</a>
      	</div>
      </div>

      
      <div id="alt_menu_sagwebpart">
      
<div id="ctl00_g_023ef078_ce74_4623_8a26_f12eb2e93307" __MarkupType="vsattributemarkup" __WebPartId="{023ef078-ce74-4623-8a26-f12eb2e93307}" WebPart="true">
	
<div id="alt_menu_sag">
    <ul>
        <span id="ctl00_g_023ef078_ce74_4623_8a26_f12eb2e93307_ctl00_lblfooter"><li><a target='_self' href='/Pages/ContactCenter.aspx' class='altmenucizgi'>ÇÖZÜM MERKEZİ</a></li><li><a target='_self' href='https://my.sehir.edu.tr/HELPDESK/Pages/default.aspx' class='altmenucizgi'>HELPDESK</a></li><li><a target='_blank' href='http://aday.sehir.edu.tr/'>ADAY</a></li></span>
    </ul>
</div>

</div>
      
      
</div>
    </div>
    <div id="alt_copyright" class="s4-notdlg">Copyright © 2011 İstanbul Şehir University. All rights reserved. Designed by SUIT</div>
  </div>
  <div id="temizle" class="s4-notdlg"></div>
</div>
		
		
		<script type="text/javascript">
		jQuery(document).ready(function() {
		    jQuery("#s4-workspace").height(jQuery(window).height() );
		});
	</script>
		<!------------------------benim eklediklerim  ------------------->
		
			
		</div>

          </div> 
     
  
		
  
   <input type="text" name="__spText1" title="text" style="display:none;" />
   <input type="text" name="__spText2" title="text" style="display:none;" />
  <div id="ctl00_panelZone">
	<div style='display:none' id='hidZone'><table width="100%" cellpadding="0" cellspacing="0" border="0">
		<tr>
			<td id="MSOZoneCell_WebPartctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee" valign="top" class="s4-wpcell-plain"><div class="ms-PartSpacingVertical"></div></td>
		</tr><tr>
			<td id="MSOZoneCell_WebPartctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa" valign="top" class="s4-wpcell-plain"></td>
		</tr>
	</table></div>
</div><input type='hidden' id='_wpcmWpid' name='_wpcmWpid' value='' /><input type='hidden' id='wpcmVal' name='wpcmVal' value=''/>

<script type="text/javascript">
//<![CDATA[
var _spFormDigestRefreshInterval = 1440000;window.g_updateFormDigestPageLoaded = new Date(); window.g_updateFormDigestPageLoaded.setDate(window.g_updateFormDigestPageLoaded.getDate() -5);function loadMDN2() { EnsureScript('MDN.js', typeof(loadFilterFn), null); }
function loadMDN1() { ExecuteOrDelayUntilScriptLoaded(loadMDN2, 'sp.ribbon.js'); }
_spBodyOnLoadFunctionNames.push('loadMDN1');
function _spNavigateHierarchyEx(nodeDiv, dataSourceId, dataPath, url, listInContext, type, additionalQString) {
    SetAdditionalNavigateHierarchyQString(additionalQString);
    g_originalSPNavigateFunc(nodeDiv, dataSourceId, dataPath, url, listInContext, type);
}

g_originalSPNavigateFunc = _spNavigateHierarchy;
_spNavigateHierarchy = _spNavigateHierarchyEx;

function EnsureScripts(scriptInfoList, finalFunction)
{
if (scriptInfoList.length == 0)
{
finalFunction();
}
else
{
var scriptInfo = scriptInfoList.shift();
var rest = function () { EnsureScripts(scriptInfoList, finalFunction); };
var defd;
try
{
eval('defd = typeof(' + scriptInfo[1] + ');');
}
catch (e)
{
defd = 'undefined';
}
if (scriptInfo[2])
{
EnsureScript(scriptInfo[0], defd, null);
ExecuteOrDelayUntilScriptLoaded(rest, scriptInfo[0]);
}
else
{
EnsureScript(scriptInfo[0], defd, rest);
}
}
}
function PublishingRibbonUpdateRibbon()
{
var pageManager = SP.Ribbon.PageManager.get_instance();
if (pageManager)
{
pageManager.get_commandDispatcher().executeCommand('appstatechanged', null);
}
}var _fV4UI = true;
function _RegisterWebPartPageCUI()
{
    var initInfo = {editable: false,isEditMode: false,allowWebPartAdder: false,listId: "{989eb17f-75cc-49a6-ac0f-e67a4cde5956}",itemId: 364,recycleBinEnabled: true,enableMinorVersioning: true,enableModeration: false,forceCheckout: true,rootFolderUrl: "\u002fPages",itemPermissions:{High:176,Low:138612833}};
    SP.Ribbon.WebPartComponent.registerWithPageManager(initInfo);
    var wpcomp = SP.Ribbon.WebPartComponent.get_instance();
    var hid;
    hid = document.getElementById("_wpSelected");
    if (hid != null)
    {
        var wpid = hid.value;
        if (wpid.length > 0)
        {
            var zc = document.getElementById(wpid);
            if (zc != null)
                wpcomp.selectWebPart(zc, false);
        }
    }
    hid = document.getElementById("_wzSelected");
    if (hid != null)
    {
        var wzid = hid.value;
        if (wzid.length > 0)
        {
            wpcomp.selectWebPartZone(null, wzid);
        }
    }
}
ExecuteOrDelayUntilScriptLoaded(_RegisterWebPartPageCUI, "sp.ribbon.js"); var __wpmExportWarning='This Web Part Page has been personalized. As a result, one or more Web Part properties may contain confidential information. Make sure the properties contain information that is safe for others to read. After exporting this Web Part, view properties in the Web Part description file (.WebPart) by using a text editor such as Microsoft Notepad.';var __wpmCloseProviderWarning='You are about to close this Web Part.  It is currently providing data to other Web Parts, and these connections will be deleted if this Web Part is closed.  To close this Web Part, click OK.  To keep this Web Part, click Cancel.';var __wpmDeleteWarning='You are about to permanently delete this Web Part.  Are you sure you want to do this?  To delete this Web Part, click OK.  To keep this Web Part, click Cancel.';//]]>
</script>
<script type="text/javascript" language="JavaScript" defer="defer">
<!--
function SearchEnsureSOD() { EnsureScript('search.js',typeof(GoSearch)); } _spBodyOnLoadFunctionNames.push('SearchEnsureSOD');function S3031AEBB_Submit() {if (document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_ctl04').value == '0') { document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_S3031AEBB_InputKeywords').value=''; }SearchEnsureSOD();GoSearch('ctl00_PlaceHolderSearchArea_ctl01_ctl04','ctl00_PlaceHolderSearchArea_ctl01_S3031AEBB_InputKeywords',null,true,false,null,'ctl00_PlaceHolderSearchArea_ctl01_ctl00',null,null,'This Site','\u002f_layouts\u002fOssSearchResults.aspx', 'This Site','This List', 'This Folder', 'Related Sites', '\u002f_layouts\u002fOSSSearchResults.aspx', '', 'Please enter one or more search words.');if (document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_ctl04').value == '0') { document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_S3031AEBB_InputKeywords').value=''; }}
// -->
</script><script type="text/javascript" language="JavaScript" >
// append an onload event handler
$addHandler(window, 'load', function() {
  document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_S3031AEBB_InputKeywords').name = 'InputKeywords';
});
function S3031AEBB_OSBEK(event1) { 
if((event1.which == 10) || (event1.which == 13))
{   
S3031AEBB_Submit();return false;
}
}
{ var searchTextBox = document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_S3031AEBB_InputKeywords');if (searchTextBox.className.indexOf('s4-searchbox-QueryPrompt') == -1) searchTextBox.className += searchTextBox.className?' s4-searchbox-QueryPrompt':'s4-searchbox-QueryPrompt'; }// -->
</script><script type="text/javascript">
// <![CDATA[
document.write('<script type="text/javascript" src="/_layouts/sp.core.js?rev=7ByNlH%2BvcgRJg%2BRCctdC0w%3D%3D"></' + 'script>');
document.write('<script type="text/javascript" src="/_layouts/ScriptResx.ashx?culture=en%2Dus&amp;name=SP%2ERes&amp;rev=b6%2FcRx1a6orhAQ%2FcF%2B0ytQ%3D%3D"></' + 'script>');
document.write('<script type="text/javascript" src="/_layouts/sp.ui.dialog.js?rev=Tpcmo1%2FSu6R0yewHowDl5g%3D%3D"></' + 'script>');
document.write('<script type="text/javascript" src="/_layouts/sp.runtime.js?rev=IGffcZfunndj0247nOxKVg%3D%3D"></' + 'script>');
document.write('<script type="text/javascript" src="/_layouts/sp.js?rev=%2B4ZEyA892P3T0504qi0paw%3D%3D"></' + 'script>');
// ]]>
</script>
<script type="text/javascript">RegisterSod("core.js", "\u002f_layouts\u002f1033\u002fcore.js?rev=8rlsshAARQvoP2QhuVJYpg\u00253D\u00253D");</script>
<script type="text/javascript">RegisterSod("cui.js", "\u002f_layouts\u002fcui.js?rev=OOyJv78CADNBeet\u00252FvTvniQ\u00253D\u00253D");</script>
<script type="text/javascript">RegisterSod("inplview", "\u002f_layouts\u002finplview.js?rev=WB6Gy8a027aeNCq7koVCUg\u00253D\u00253D");RegisterSodDep("inplview", "core.js");</script>
<script type="text/javascript">RegisterSod("ribbon", "\u002f_layouts\u002fsp.ribbon.js?rev=F\u00252BUEJ66rbXzSvpf7nN69wQ\u00253D\u00253D");RegisterSodDep("ribbon", "core.js");RegisterSodDep("ribbon", "cui.js");RegisterSodDep("ribbon", "inplview");</script>
<script type="text/javascript">RegisterSod("sp.ui.policy.resources.resx", "\u002f_layouts\u002fScriptResx.ashx?culture=en\u00252Dus\u0026name=SP\u00252EUI\u00252EPolicy\u00252EResources\u0026rev=YhBHGmUAGyJ3lAgSdE4V\u00252Fw\u00253D\u00253D");</script>
<script type="text/javascript">RegisterSod("mdn.js", "\u002f_layouts\u002fmdn.js?rev=gwmFFJ2\u00252FfFacqXWAqG\u00252FqKg\u00253D\u00253D");RegisterSodDep("mdn.js", "cui.js");RegisterSodDep("mdn.js", "ribbon");RegisterSodDep("mdn.js", "sp.ui.policy.resources.resx");</script>
<script type="text/javascript">RegisterSod("sp.publishing.resources.resx", "\u002f_layouts\u002fScriptResx.ashx?culture=en\u00252Dus\u0026name=SP\u00252EPublishing\u00252EResources\u0026rev=q6nxzZIVVXE5X1SPZIMD3A\u00253D\u00253D");</script>
<script type="text/javascript">RegisterSod("sp.ui.pub.ribbon.js", "\u002f_layouts\u002fsp.ui.pub.ribbon.js?rev=RGQSBI9Dm0E345iq\u00252FxUpHg\u00253D\u00253D");</script>
<script type="text/javascript">RegisterSod("msstring.js", "\u002f_layouts\u002f1033\u002fmsstring.js?rev=QtiIcPH3HV7LgVSO7vONFg\u00253D\u00253D");</script>
<script type="text/javascript">RegisterSod("browserScript", "\u002f_layouts\u002f1033\u002fie55up.js?rev=UgTcwUTI6YcRzTMBxD93Xg\u00253D\u00253D");</script>
<script type="text/javascript">RegisterSod("search.js", "\u002f_layouts\u002fsearch.js?rev=BjP0\u00252BmPXUFhF7kDZmHIaVg\u00253D\u00253D");</script>
<script type="text/javascript">RegisterSodDep("browserScript", "msstring.js");</script>
<script type="text/javascript">
//<![CDATA[
Sys.Application.initialize();
Sys.Application.add_init(function() {
    $create(Telerik.Web.UI.RadToolTipManager, {"_cssClass":"","_manualCloseButtonText":"Close","_updatePanelUniqueId":"ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$RadToolTipManager1RTMPanel","clientStateFieldID":"ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_RadToolTipManager1_ClientState","formID":"aspnetForm","height":"20px","ignoreAltAttribute":true,"isToolTipFactory":true,"loadOnDemand":false,"position":12,"relativeTo":1,"skin":"Default","targetControls":"[]","width":"100px"}, null, null, $get("ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_RadToolTipManager1"));
});
Sys.Application.add_init(function() {
    $create(Telerik.Web.UI.RadTextBox, {"_focused":false,"_postBackEventReferenceScript":"setTimeout(\"__doPostBack(\\\u0027ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$radtxtSearch\\\u0027,\\\u0027\\\u0027)\", 0)","_skin":"Default","clientStateFieldID":"ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_radtxtSearch_ClientState","emptyMessage":"MyBox\u0027da Ara","enabled":true,"styles":{HoveredStyle: ["font-size:9px;width:125px;", "riTextBox riHover"],InvalidStyle: ["font-size:9px;width:125px;", "riTextBox riError"],DisabledStyle: ["font-size:9px;width:125px;", "riTextBox riDisabled"],FocusedStyle: ["font-size:9px;width:125px;", "riTextBox riFocused"],EmptyMessageStyle: ["font-size:9px;width:125px;", "riTextBox riEmpty"],ReadOnlyStyle: ["font-size:9px;width:125px;", "riTextBox riRead"],EnabledStyle: ["font-size:9px;width:125px;", "riTextBox riEnabled"]}}, null, null, $get("ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_radtxtSearch"));
});
//]]>
</script>
</form>
  
	
	
<script type="text/javascript">


  var _gaq = _gaq || [];
  _gaq.push(['_setAccount', 'UA-3710315-16']);
  _gaq.push(['_trackPageview']);


  (function() {
    var ga = document.createElement('script'); ga.type = 'text/javascript'; ga.async = true;
    ga.src = ('https:' == document.location.protocol ? 'https://ssl' : 'http://www') + '.google-analytics.com/ga.js';
    var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ga, s);
  })();


</script>
<script type="text/javascript" src="https://apis.google.com/js/plusone.js">
  {lang: 'tr'}
</script>

</body>
</html>
<span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span><span></span>
